feature,abs_coef_mean,abs_coef_std
mnum:Sixltr,1.5750663276920016,1.0080334186559292
topic:19,1.556782259415508,0.9880444681385525
bow:hope,1.5414692597567177,3.446830050042302
topic:16,1.5026312439392906,0.6869701833911117
bow:audience,1.4541847430255161,2.5187218585116855
bow:job,1.3582915472618557,3.0372322329408776
topic:1,1.3568479419697161,1.6286022187332894
topic:42,1.3026491804150624,0.6972708044842694
topic:44,1.2942436133072612,1.71100477604236
bow:anybody,1.280909942209696,2.561819884419392
bow:el,1.2749441878825845,2.8508618716237226
bow:season,1.2723584209655567,2.8450799210232782
bow:pro,1.2505027133009954,2.796209072988956
topic:32,1.2485999357804338,0.9010717383172945
bow:hey,1.1559604886132715,2.584806231843147
topic:11,1.153043597233403,0.7218279391696188
topic:67,1.1494441028790352,0.5385085091946762
topic:37,1.0885140178524064,0.6679548693883444
bow:world,1.0769521529660395,2.408138222546816
bow:men,1.0302936954349513,2.303806739782016
bow:support,1.0168278609509553,2.27369621850204
topic:71,1.0072552635289178,1.0336280138561518
topic:176,0.9937338966555191,0.7589413394879247
bow:find,0.9897453058812815,2.2131377843618676
bow:take,0.9844370854596601,2.20126824265957
bow:show,0.9812972451716817,2.1942473463371575
bow:seen,0.9749167386677253,2.179980100063432
bow:waiting,0.9748468567743158,2.1798238393993716
bow:new,0.9740651344233404,2.1780758550830592
bow:russia,0.957737572535053,2.141566316794014
bow:want,0.9220104223096526,2.061677980247672
bow:look,0.919246586744792,2.055497856046012
bow:win,0.9156332138726884,2.047418108675935
topic:72,0.90342659496749,0.4604695873378372
topic:95,0.9023001276381486,0.3464075026180554
topic:100,0.8951675905736545,0.8224132087284063
bow:photo,0.8876229941231235,1.9847853532512003
bow:crazy,0.8860603499409778,1.981291174635278
bow:eat,0.8773763082575702,1.9618730671117368
topic:132,0.8772910939223119,0.501933168430224
bow:hit,0.8529029997756148,1.9071490857117626
bow:would,0.8369150007302428,1.871398833022109
bow:need,0.8319866358522097,1.8603786741369046
topic:39,0.8288760731316351,0.659169707558336
bow:right,0.8210208221662161,1.8358583693064252
topic:99,0.8195684315912667,0.3054603456812766
bow:really,0.8114935366519076,1.8145547112553824
bow:las,0.8111689286864302,1.6223378573728602
bow:day,0.8016947660573246,1.792643994109969
bow:birthday,0.7932513410507904,1.7737639218324366
mnum:informal,0.7874912088853183,0.3535377211735082
bow:android,0.765156161117706,1.530312322235412
topic:192,0.7628541327209304,1.311513864725267
bow:research,0.75310524729877,1.6839945271718397
bow:uk,0.7489115206447914,1.6746170692944906
topic:29,0.744839203071027,0.47199133803140486
bow:small,0.7385232421509963,1.6513881724131658
topic:152,0.7313388714674331,0.44647059108513465
topic:147,0.7270079524981515,0.6248155108296579
topic:92,0.7262452792686969,0.7984109672192061
topic:138,0.7234202560674953,0.6477176869182155
bow:woman,0.7168649923883336,1.602958853670183
topic:78,0.7162322834887336,0.536269595735425
mnum:quant,0.705123308017997,1.0485792882445109
topic:85,0.6984600800561942,0.9206653285994677
topic:28,0.6974309765805959,0.5065105780650122
bow:called,0.6859262343388265,1.5337776875320666
bow:light,0.6828014196674486,1.526790389509777
topic:154,0.6822745224998653,0.41462497122418324
